image_path,overall_grade,centering,corners,edges,surface
data\raw_slabs\ebay_335298658820.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366252411103.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126852079395.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227004276281.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317769051781.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227130576924.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388123508263.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287184851047.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397642214887.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387894583173.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227238420328.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198164452723.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205479094097.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287173171368.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639751011.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358162987314.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227185151763.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226577168413.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227174410532.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366229436190.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387970393192.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387992364094.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227130650920.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366220966815.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287161861332.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287161861332.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226556294952.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397324959003.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366214708609.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358259452981.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117044625868.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267583463079.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_266271478049.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336439407514.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387894570813.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287155824750.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157511393863.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406614123729.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358174084130.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227036831377.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_334873778386.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397586286241.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287149717269.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257157133702.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_205997124587.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389627565531.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366191899718.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366197748574.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147153267545.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227173980501.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_114801635002.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276833197235.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287143647095.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226571306725.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226571307222.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287132941658.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257245725581.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277575700483.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287138719914.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_357816288336.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126181339034.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117015584849.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376951109515.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376949161521.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206057388683.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227173979985.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387894531763.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227130576557.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298000501973.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147085416448.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317857174645.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236619971563.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187999655767.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287130230204.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366169485632.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366168488780.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226757286170.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297470323423.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336418078115.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376890250819.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366162505966.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306732701925.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389582136874.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_297974995524.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_185414268563.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226556301587.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388171488967.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177817195023.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287113626902.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257270255324.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366164271314.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389552338022.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387970390402.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336413239642.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366160172956.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_387894563142.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187990724495.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147085417779.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_334715140332.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157510892435.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366151443733.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306719717260.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366134772682.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116987296318.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366129726609.webp,3,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585803.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444911277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585394.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085585176.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306857858606.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327085584909.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197592070952.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358136420301.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197515800922.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157807380064.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358394196844.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197599671897.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327028900573.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397323531561.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773300443.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358411858602.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306528338321.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167894914465.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157815948370.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256927750994.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388832143752.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358394192114.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358394189676.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_176135947954.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358392387452.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327081719815.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406824219196.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327081719526.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236556979963.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327081719119.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206193795773.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318115130683.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444905299.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157273806460.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444566220.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257445805012.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327080605481.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406835613601.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358392402826.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157728245083.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_326461345012.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389824496415.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227283140883.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257172152045.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256945267613.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117003858411.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377072837927.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444642672.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317874000346.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198236968140.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327077109339.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197620148471.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256856169560.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157793869476.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406577051796.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327075555337.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358320672930.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227233458128.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389681817768.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206101408225.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157742522039.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227214391140.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089679146.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_178002759472.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327073939159.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146943891160.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_168085513636.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236729620880.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267275703211.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226881209352.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327068749268.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257428674817.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146920262816.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327067657178.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389098789047.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327063524067.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388489229127.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389511655166.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197654561902.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496581255.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117108219721.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117111994932.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187576704976.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198209761438.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256873648651.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117032529317.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206151458609.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336476899276.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389795438724.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227246686875.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389731192444.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306371164371.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_145846346469.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227266975091.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277357975801.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198133833009.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267568753204.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327053972856.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327052576183.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389754918254.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327052486641.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157772693649.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157760820827.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336444993723.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177943763332.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198195684632.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187333818.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198187331831.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327045714344.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327044837360.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327043297978.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336466444587.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406745643912.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_116974261333.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327042231542.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327040136477.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_165837860598.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327039770073.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167867757966.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389723051951.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327038741062.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747722861.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747715309.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406747623850.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327038045763.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366254731984.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389638826098.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365863896406.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157746469580.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206094587668.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_236669771052.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_286817256023.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397638609135.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358225163063.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287159074768.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287191723841.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198013479300.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177804767201.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_256927745930.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939793348.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317672424202.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137027128162.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_137027136574.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327028909899.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_317941059900.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358295066522.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277754804669.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117071939241.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267568721222.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406729637944.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389701101234.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157639751011.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287179449846.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397657402100.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389682960383.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287178687810.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327019665835.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227183462649.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227174410532.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227164247933.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227164252440.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227161743223.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227106547780.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227106004959.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227102623990.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389548914514.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336464007499.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117059477277.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126622122047.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298051417267.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127340265819.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227229838851.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177875756846.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188098680128.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_277712386080.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358163607963.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_366230134624.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287156240838.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267589804247.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389491537022.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_389521977878.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206089583650.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187591396947.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_167939793248.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376969400431.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358259452981.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287158942873.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397627063081.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267583463079.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127701271203.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_376986900550.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365934953257.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358139745923.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227217148223.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287017529659.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358236883994.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206078734318.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127688317064.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206076971941.webp,4,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365222593609.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306486308476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_198212774354.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_197515800922.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358394196844.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306528338321.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377065661735.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117112240710.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_356868043411.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_206193795773.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127634883703.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287105376384.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257446302582.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_257444531296.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406835613601.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_406834978496.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287237155778.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_298089678935.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_365254937505.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_114801634980.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226823387672.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_157793869476.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_234418194767.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_397773324450.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_126897597341.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287051351830.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_227214391140.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_147225505157.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_146943891160.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_306847690974.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_117112260368.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377068021868.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_114767995996.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_188225054946.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267586818205.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_375881343596.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_226881209352.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_276733392350.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318076103288.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_287226507372.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_267572131495.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_358198727605.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_388394917442.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_336496727322.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_187605698987.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_127758373724.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_177532261590.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377060042541.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_377035284751.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_285603882962.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_327056535389.webp,5,1.0,1.0,1.0,1.0
data\raw_slabs\ebay_318000840648.webp,5,1.0,1.0,1.0,1.0
